Quarter,Channel,Product_Line,Revenue,Product_Cost,Customer_Service_Cost,Profit
Q3,CCT,Revolving Credit Products,1976,2403,329,-757
Q4,CCT,Revolving Credit Products,1286,565,62,659
Q3,EML,Revolving Credit Products,1211,433,69,709
Q3,MAL,Deposit Products,988,1103,113,-228
Q4,BRH,Revolving Credit Products,4085,4694,809,-1418
Q3,INT,Credit Products,1737,1606,331,-200
Q3,CCT,Deposit Products,930,1088,177,-335
Q3,ATM,Revolving Credit Products,1040,943,192,-95
Q4,ATM,Revolving Credit Products,1153,1486,338,-671
Q2,BRH,Credit Products,2828,1134,237,1457
Q2,MAL,Deposit Products,1663,1111,137,415
Q1,MAL,Deposit Products,970,493,96,381
Q3,ATM,Credit Products,1355,1505,304,-453
Q4,CCT,Deposit Products,1863,1849,197,-183
Q3,MAL,Deposit Products,1594,1920,228,-554
Q4,EML,Revolving Credit Products,2119,1534,208,377
Q1,BRH,Revolving Credit Products,1666,1184,272,210
Q3,BRH,Revolving Credit Products,3408,4071,453,-1116
Q2,CCT,Revolving Credit Products,1301,1229,166,-94
Q1,INT,Revolving Credit Products,1163,1526,300,-663
Q2,ATM,Credit Products,1176,397,93,686
Q1,EML,Revolving Credit Products,1283,1014,246,22
Q2,EML,Deposit Products,1581,1600,371,-390
Q4,BRH,Credit Products,3313,3584,545,-816
Q2,EML,Deposit Products,1277,1670,284,-677
Q3,ATM,Credit Products,4447,5396,1117,-2066
Q1,CCT,Credit Products,1704,1314,193,197
Q4,ATM,Credit Products,4869,3590,586,693
Q4,EML,Deposit Products,1904,2331,460,-886
Q4,BRH,Credit Products,3682,4121,619,-1058
Q4,ATM,Credit Products,6419,2669,618,3132
Q1,EML,Revolving Credit Products,1526,1676,356,-506
Q1,INT,Revolving Credit Products,1404,619,127,658
Q2,ATM,Deposit Products,4979,4227,783,-32
Q2,ATM,Other Products,1434,627,72,735
Q2,INT,Deposit Products,1632,824,132,676
Q4,ATM,Revolving Credit Products,5836,2114,265,3457
Q2,EML,Credit Products,1516,1672,219,-375
Q3,ATM,Revolving Credit Products,1454,1189,286,-21
Q4,ATM,Deposit Products,4991,2535,420,2036
Q4,INT,Revolving Credit Products,1987,1361,307,319
Q4,EML,Credit Products,2053,1679,188,186
Q2,EML,Deposit Products,1601,536,132,933
Q1,ATM,Revolving Credit Products,4912,2685,597,1630
Q1,BRH,Credit Products,2812,2324,486,2
Q2,ATM,Deposit Products,4487,2116,511,1860
Q4,MAL,Revolving Credit Products,1982,1260,180,542
Q2,ATM,Revolving Credit Products,1424,1403,338,-318
Q4,ATM,Credit Products,6983,9256,1865,-4139
Q2,BRH,Deposit Products,2959,2144,243,572
Q2,CCT,Deposit Products,1596,1514,162,-80
Q2,CCT,Credit Products,1665,892,91,683
Q3,ATM,Credit Products,1276,919,225,132
Q4,CCT,Deposit Products,1609,1676,249,-316
Q1,EML,Deposit Products,1458,1679,263,-484
Q4,BRH,Revolving Credit Products,2269,1398,206,665
Q4,INT,Credit Products,2002,2382,430,-810
Q4,INT,Deposit Products,1909,1712,417,-219
Q1,ATM,Revolving Credit Products,4589,3810,485,294
Q3,CCT,Deposit Products,1923,702,116,1105
Q4,EML,Deposit Products,1791,1782,394,-385
Q2,EML,Deposit Products,1376,1565,387,-577
Q2,ATM,Credit Products,5536,3202,530,1804
Q4,MAL,Credit Products,1901,1495,328,78
Q1,BRH,Revolving Credit Products,2558,957,130,1471
Q2,BRH,Deposit Products,1888,2059,510,-681
Q4,ATM,Revolving Credit Products,1495,1817,183,-505
Q4,EML,Credit Products,2093,1104,267,722
Q2,MAL,Credit Products,1514,1097,205,212
Q1,ATM,Credit Products,5322,5532,918,-1128
Q3,ATM,Revolving Credit Products,4716,6103,1160,-2547
Q3,ATM,Revolving Credit Products,5649,3305,694,1650
Q3,CCT,Deposit Products,1648,1013,133,501
Q3,BRH,Credit Products,3371,4087,554,-1270
Q1,BRH,Credit Products,2857,2661,622,-427
Q4,EML,Revolving Credit Products,2370,2993,466,-1089
Q3,EML,Credit Products,1772,1844,403,-475
Q3,CCT,Deposit Products,1696,577,131,987
Q4,ATM,Revolving Credit Products,5945,4017,575,1353
Q2,ATM,Revolving Credit Products,4874,5866,1288,-2280
Q3,BRH,Deposit Products,3067,3876,774,-1584
Q1,BRH,Revolving Credit Products,2629,3457,817,-1645
Q4,ATM,Credit Products,7025,6318,810,-103
Q3,ATM,Deposit Products,5103,5012,969,-879
Q4,BRH,Revolving Credit Products,3506,1607,212,1687
Q4,BRH,Deposit Products,3476,3175,629,-329
Q1,ATM,Credit Products,3577,2326,338,913
Q3,INT,Credit Products,1961,2581,413,-1033
Q3,ATM,Revolving Credit Products,3845,3870,901,-927
Q3,BRH,Deposit Products,2461,2271,247,-57
Q4,CCT,Revolving Credit Products,1969,1165,196,607
Q2,ATM,Credit Products,5373,3895,933,546
Q4,MAL,Deposit Products,1846,1618,187,40
Q3,ATM,Credit Products,5842,4469,871,502
Q3,ATM,Credit Products,6198,7461,995,-2259
Q1,ATM,Deposit Products,3781,2997,648,135
Q3,BRH,Credit Products,2770,2667,559,-456
Q2,ATM,Credit Products,4539,3952,513,74
Q1,ATM,Deposit Products,4868,6207,716,-2054
Q4,ATM,Deposit Products,5430,6029,821,-1420
Q4,BRH,Deposit Products,2682,2740,330,-388
Q3,ATM,Deposit Products,5399,3782,848,768
Q4,CCT,Revolving Credit Products,2278,1693,337,249
Q2,BRH,Credit Products,2630,3365,689,-1424
Q4,ATM,Revolving Credit Products,6699,2506,530,3664
Q3,ATM,Deposit Products,5048,3013,640,1395
Q4,ATM,Revolving Credit Products,4627,5534,1381,-2288
Q2,ATM,Credit Products,5903,6076,901,-1074
Q4,EML,Credit Products,2367,2016,374,-22
Q3,BRH,Revolving Credit Products,3054,2323,542,189
Q4,ATM,Revolving Credit Products,4318,1845,402,2071
Q3,BRH,Deposit Products,2712,3212,575,-1075
Q4,BRH,Revolving Credit Products,3483,1187,271,2024
Q4,ATM,Credit Products,5828,2727,559,2543
Q1,ATM,Revolving Credit Products,4609,3367,478,764
Q3,ATM,Credit Products,5682,2112,454,3116
Q2,ATM,Credit Products,5422,3262,432,1728
Q4,ATM,Deposit Products,5145,1907,191,3047
Q3,ATM,Deposit Products,4850,2493,253,2104
Q4,ATM,Credit Products,6993,6250,1016,-273
Q4,BRH,Revolving Credit Products,3878,2428,602,849
Q2,ATM,Deposit Products,4864,2156,533,2175
Q4,ATM,Revolving Credit Products,5967,4379,480,1108
Q3,ATM,Revolving Credit Products,3861,1651,340,1870
Q4,ATM,Credit Products,4593,5302,1078,-1788
Q1,ATM,Revolving Credit Products,4268,1638,363,2267
Q3,ATM,Deposit Products,5505,3623,875,1007
Q1,ATM,Credit Products,5449,3911,561,977
Q4,ATM,Deposit Products,6059,5127,749,184
